,Video_ID,Title,Published_Date,View_count,Like_count,Comment_count,Duration,Defintion,Caption,Month,Year,Weekday,LikeRatio,Videos_with_Mill,url
218,VI2OOoZ211o,How to Launch a WRC Car | Top Gear,2019-10-02,201101,4207,151,PT1M10S,hd,false,10,2019,Wednesday,2.09,0,https://www.youtube.com/watch?v=VI2OOoZ211o
219,CNj3SuqJm8k,Top Gear’s Top 3: Supercars | Frankfurt Motor Show,2019-09-11,191399,3402,306,PT9M51S,hd,false,9,2019,Wednesday,1.78,0,https://www.youtube.com/watch?v=CNj3SuqJm8k
220,iTMFamylaDQ,FIRST LOOK: Volkswagen ID.3 | Top Gear,2019-09-09,1886699,16344,2562,PT6M44S,hd,false,9,2019,Monday,0.87,1,https://www.youtube.com/watch?v=iTMFamylaDQ
221,F9OAj1hC-nA,Doing 261mph in a Bugatti Chiron Sport | Top Gear,2019-08-30,2297869,45936,3562,PT6M23S,hd,false,8,2019,Friday,2.0,1,https://www.youtube.com/watch?v=F9OAj1hC-nA
222,WhDuEmGBfvs,The Mercedes-Benz AMG G 63 | Chris Harris Drives | Top Gear,2019-08-23,1407602,19871,1085,PT7M49S,hd,false,8,2019,Friday,1.41,1,https://www.youtube.com/watch?v=WhDuEmGBfvs
223,4Q0WiNxEDKs,Off-Road Race: Suzuki Jimny vs Triumph Scrambler | Top Gear,2019-08-15,600645,8275,615,PT8M29S,hd,false,8,2019,Thursday,1.38,0,https://www.youtube.com/watch?v=4Q0WiNxEDKs
224,XCDCa9IvjgE,Suzuki Ignis vs Fiat Panda: Mountain Race | Top Gear: Series 26,2019-08-11,2004375,15833,1408,PT6M4S,hd,false,8,2019,Sunday,0.79,1,https://www.youtube.com/watch?v=XCDCa9IvjgE
225,HaDWPBco07w,The Porsche Type 64 | Chris Harris Drives  | Top Gear,2019-08-09,1503529,34564,3339,PT12M41S,hd,false,8,2019,Friday,2.3,1,https://www.youtube.com/watch?v=HaDWPBco07w
226,X89vFH-UQSg,Aston Martin V8 Vantage vs Merc-AMG GT S | Top Gear: Series 26,2019-07-28,716557,11751,804,PT3M24S,hd,false,7,2019,Sunday,1.64,0,https://www.youtube.com/watch?v=X89vFH-UQSg
227,VMdSm-wqk0s,Mercedes vs Bentley vs Rolls Royce: Urban Driving Simulator | Top Gear: Series 26,2019-07-21,1159519,12408,847,PT6M6S,hd,false,7,2019,Sunday,1.07,1,https://www.youtube.com/watch?v=VMdSm-wqk0s
228,WP4vMIoDz4I,360º DISASTROUS Car Park Race! | Top Gear: Jumps,2019-07-18,4227137,24279,489,PT5M27S,hd,false,7,2019,Thursday,0.57,1,https://www.youtube.com/watch?v=WP4vMIoDz4I
229,-r0u-ybAIGQ,A80 Toyota Supra: The Supercar Killer | Top Gear: Series 27,2019-07-17,487131,10777,774,PT2M26S,hd,false,7,2019,Wednesday,2.21,0,https://www.youtube.com/watch?v=-r0u-ybAIGQ
230,WIjf6YaC_fg,Chris Harris vs the Toyota Supra | Top Gear,2019-07-16,333865,5475,783,PT4M22S,hd,false,7,2019,Tuesday,1.64,0,https://www.youtube.com/watch?v=WIjf6YaC_fg
231,_WFkc75AhmY,The Ford Fiesta ST | Top Gear: Series 26,2019-07-14,325392,5282,458,PT3M44S,hd,false,7,2019,Sunday,1.62,0,https://www.youtube.com/watch?v=_WFkc75AhmY
232,UuqXZ7ql_G4,Race the 500bhp Track-tor in Forza Horizon 4 | Top Gear,2019-07-03,125399,2586,149,PT44S,hd,false,7,2019,Wednesday,2.06,0,https://www.youtube.com/watch?v=UuqXZ7ql_G4
233,P1HLY7Z6ZJk,EXCLUSIVE: Chris Harris in the Dallara Stradale | Top Gear: Series 27,2019-06-29,466163,8051,626,PT2M58S,hd,false,6,2019,Saturday,1.73,0,https://www.youtube.com/watch?v=P1HLY7Z6ZJk
